Region,Scheme,Profit Centre,Offtake #,% of Total Water Delivered,Average Delivery,2023 Water Delivered to Date
North,Burdekin Haughton,Burdekin River,96050,0.04%,134.1416667,24.41
North,Burdekin Haughton,Haughton System,HL094R1,0.04%,133.33,0
North,Burdekin Haughton,Haughton System,HS089R2,0.04%,133.0027778,0
North,Burdekin Haughton,Haughton System,HS065R1,0.06%,132.8856522,44.4
South,Upper Condamine Supply,Condamine River,WARWICK CITY COUNCIL,0.11%,132.7547826,527.02
North,Burdekin Haughton,Barratta System,BM280R2,0.04%,132.3166667,246.56
North,Burdekin Haughton,Haughton System,HS021R2,0.05%,131.6447619,110.03
North,Burdekin Haughton,Barratta System,BN052R1,0.04%,131.6193333,199.2
North,Burdekin Haughton,Haughton System,HS084R1,0.05%,131.4952381,78.75
North,Burdekin Haughton,Haughton System,HL073R1,0.03%,129.08,15.01
Central,Nogoa Mackenzie,Nogoa River,M007,0.04%,128.9686875,252
Central,Nogoa Mackenzie,Nogoa River,M117,0.04%,128.8458824,143.96
North,Burdekin Haughton,Barratta System,BJ065W1,0.05%,128.7775,0
#N/A,#N/A,#N/A,50119,0.01%,128.336,560.485
North,Mareeba Dimbulah,Mba River (Brrn),R26702A,0.03%,128.1490909,#N/A
North,Burdekin Haughton,Barratta System,BJ070W1,0.04%,127.9788889,90
North,Burdekin Haughton,Elliot Sys (L'Hardt),EL54977,0.04%,127.4625,87.5
North,Burdekin Haughton,Haughton System,HL057R1,0.05%,127.3895455,44.33
North,Burdekin Haughton,Barratta System,BM246R1,0.04%,127.1966667,0
North,Burdekin Haughton,Haughton Mc & Pstns,HH071R8,0.05%,126.7290476,0
North,Mareeba Dimbulah,Chnl & Supp Dist,950,0.03%,126.1906667,0.01
North,Burdekin Haughton,Barratta System,BJ087W1,0.05%,125.0475,0
Burnett and Lower Mary,Bundaberg,Woongarra System,W140021,0.04%,124.7652105,361.057
North,Burdekin Haughton,Elliot Sys (L'Hardt),EL043W1,0.04%,124.444375,97
North,Burdekin Haughton,Haughton System,HH011W1,0.04%,124.255,0
Burnett and Lower Mary,Bundaberg,Woongarra System,W114010,0.04%,124.0283333,256.249
Burnett and Lower Mary,Bundaberg,A C River,35535,0.05%,123.8535833,311.572
North,Burdekin Haughton,Haughton System,HH063R1,0.03%,123.6766667,0
North,Burdekin Haughton,Barratta System,BN008W1,0.03%,122.906,83.87
North,Burdekin Haughton,Elliot Sys (L'Hardt),EL57252,0.03%,122.6906667,0
North,Burdekin Haughton,Haughton System,HH042R1,0.05%,122.4035455,#N/A
South,St George,St George River,BJ42,0.09%,122.1404762,0
North,Burdekin Haughton,Burdekin River,6516,0.04%,121.8908947,0
Burnett and Lower Mary,Upper Burnett Supply,Upper Burnett River,5322,0.03%,121.7816,172.457
North,Burdekin Haughton,Barratta System,BJ089R1,0.05%,121.7004545,164.73
North,Burdekin Haughton,Elliot Sys (L'Hardt),EL102R1,0.03%,121.346,67.82
#N/A,#N/A,#N/A,S5291,0.04%,121.2985882,370.8
Burnett and Lower Mary,Upper Burnett Supply,Upper Burnett River,37000,0.03%,121.22125,187.2
Central,Nogoa Mackenzie,Nogoa River,N110,0.04%,121.0755294,146.89
North,Burdekin Haughton,Haughton System,HH019R1,0.03%,120.726875,0
Burnett and Lower Mary,Bundaberg,A C River,1411,0.04%,120.1451176,216.717
Burnett and Lower Mary,Bundaberg,Gin Gin/Bingerra Sys,B170003,0.03%,120.1307333,104.724
North,Burdekin Haughton,Barratta System,BN030W1,0.04%,120.0084211,#N/A
North,Pioneer River,Pioneer Hwks,Pioneer 04,0.03%,119.9375,0
North,Burdekin Haughton,Barratta System,BN014W1,0.03%,119.854,0
#N/A,#N/A,#N/A,S5152,0.03%,119.7878,415.407
#N/A,#N/A,#N/A,S5191,0.03%,119.424,403.9
North,Burdekin Haughton,Haughton System,HH031R1,0.04%,119.3252941,61
North,Burdekin Haughton,Barratta System,BN144R2,0.03%,119.17875,182.48
North,Burdekin Haughton,Barratta System,BN040R1,0.05%,118.9909524,#N/A
North,Burdekin Haughton,Giru Benefitted Area,48979,0.04%,118.7052941,0
North,Burdekin Haughton,Haughton System,HH051W1,0.03%,118.24,173.52
North,Burdekin Haughton,Barratta System,BN144R1,0.03%,118.179375,0
#N/A,#N/A,#N/A,S5001,0.03%,118.0793333,280
North,Burdekin Haughton,Barratta System,BN011W1,0.04%,117.937,0
North,Burdekin Haughton,Millaroo System,MA215R1,0.03%,117.205,129.53
#N/A,#N/A,#N/A,S5192,0.03%,117.1833333,415.69
North,Burdekin Haughton,Barratta System,BN053R1,0.03%,117.058,29.45
Burnett and Lower Mary,Bundaberg,Isis System,F080003,0.04%,116.7532222,154.729
North,Burdekin Haughton,Barratta System,BM283W1,0.04%,116.6781765,200
North,Burdekin Haughton,Barratta System,BJ066R1,0.04%,116.3325,0
#N/A,#N/A,#N/A,S5532,0.01%,116.3181667,286.204
Central,Nogoa Mackenzie,Nogoa River,M120,0.04%,115.9263158,#N/A
Burnett and Lower Mary,Upper Burnett Supply,Upper Burnett River,GSCTW,0.03%,115.7768,104.705
North,Burdekin Haughton,Haughton System,HH055W1,0.04%,115.5641176,0
North,Burdekin Haughton,Barratta System,BJ080R5,0.03%,115.15,18.31
North,Burdekin Haughton,Haughton System,HS021R1,0.04%,114.5033333,78.07
North,Burdekin Haughton,Haughton System,HH071R13,0.04%,113.8714286,0
North,Pioneer River,Pioneer Hwks,Silver/McGregor 01,0.03%,113.8666667,0
North,Burdekin Haughton,Haughton System,HH026R1,0.04%,113.452,#N/A
North,Burdekin Haughton,Haughton System,HH022R1,0.03%,113.3193333,0
North,Mareeba Dimbulah,Chnl & Supp Dist,951,0.03%,113.2566667,0
